timestamp,camera_id,track_id,event,confidence,state
15:31:34,CAM_01,1,TRACK_INTRUSION,0.81,OBSERVED
15:31:36,CAM_01,1,TRACK_INTRUSION,0.66,THREAT
15:31:39,CAM_01,1,TRACK_INTRUSION,0.63,CRITICAL
15:31:44,CAM_01,1,TRACK_INTRUSION,0.65,CRITICAL
